episode,step,event_type,action_type,difficulty,modality,reward,correct,mean_mastery,frustration,response_time
2,29,content_completed,content,,0,0.2985264804566264,,0.3534646187292235,0.0,0.0
2,30,answered,question,1,,-0.03,False,0.3534646187292235,0.1,24.699694613783684
2,31,content_completed,content,,3,0.08578413784519183,,0.3546443543599767,0.07,0.0
2,32,content_completed,content,,4,0.11722226466672139,,0.35659805877108874,0.07,0.0
2,33,answered,question,1,,1.0106067289768998,True,0.3577051740362155,0.020000000000000004,14.242743553763331
2,34,content_completed,content,,1,0.10924606367438464,,0.3591092750974552,0.0,0.0
2,35,answered,question,0,,-0.03,False,0.3591092750974552,0.1,43.54761235212571
2,36,answered,question,1,,-0.06,False,0.3591092750974552,0.2,45.17927370954567
2,37,answered,question,2,,-0.10500000000000001,False,0.3591092750974552,0.35000000000000003,29.83427468605472
2,38,content_completed,content,,0,0.23073835362560283,,0.3622882476578819,0.27,0.0
2,39,content_completed,content,,0,0.14390490185843474,,0.36401999602218915,0.19,0.0
2,40,content_completed,content,,3,0.1372884231786924,,0.36605813640850066,0.16,0.0
2,41,content_completed,content,,2,0.017515188413815656,,0.36651672288206427,0.18,0.0
2,42,content_completed,content,,0,0.19642655490986444,,0.369123832130562,0.09999999999999999,0.0
2,43,content_completed,content,,2,0.027519495665191754,,0.36974915705831524,0.12,0.0
2,44,answered,question,1,,0.9912959752076448,True,0.3705688887388249,0.06999999999999999,24.777923156713513
2,45,content_completed,content,,0,0.19920778688709684,,0.3732223518536098,0.0,0.0
2,46,content_completed,content,,2,0.0910245995056745,,0.3749060951787044,0.02,0.0
2,47,content_completed,content,,5,0.07862178410847986,,0.3766331249138457,0.07,0.0
2,48,answered,question,1,,1.0064854012880373,True,0.3774654849997149,0.020000000000000004,22.607603454010526
2,49,answered,question,2,,1.009897713069039,True,0.3781253325376508,0.0,5.699010798922842
2,50,answered,question,0,,-0.03,False,0.3781253325376508,0.1,18.513693508597378
2,51,answered,question,1,,-0.06,False,0.3781253325376508,0.2,31.198920449877964
2,52,answered,question,1,,0.9674207024903113,True,0.3789533793703382,0.15000000000000002,45.32937975424588
2,53,answered,question,1,,-0.075,False,0.3789533793703382,0.25,29.389869619481605
2,54,content_completed,content,,2,0.013023085659669925,,0.37933709746466604,0.27,0.0
2,55,content_completed,content,,3,0.11980501654560678,,0.3810838477404261,0.24000000000000002,0.0
2,56,content_completed,content,,1,0.02920235121977543,,0.38115388692742236,0.19,0.0
2,57,content_completed,content,,3,0.20140155804630772,,0.38426057956152754,0.16,0.0
2,58,content_completed,content,,3,0.11392881797192468,,0.385909393194393,0.13,0.0
2,59,content_completed,content,,1,0.12575802969844332,,0.38758869368936705,0.08,0.0
2,60,answered,question,2,,-0.054,False,0.38758869368936705,0.18,10.471163046083856
2,61,content_completed,content,,3,0.17251925316325695,,0.3902140145754212,0.15,0.0
2,62,answered,question,1,,0.9817996673657958,True,0.3910006590664743,0.09999999999999999,28.81031556875982
2,63,content_completed,content,,4,0.14207031432950845,,0.3933684976386328,0.09999999999999999,0.0
2,64,content_completed,content,,1,0.3274150708813463,,0.3984087488199886,0.04999999999999999,0.0
2,65,content_completed,content,,1,0.20013594041930027,,0.40132768116031026,0.0,0.0
2,66,content_completed,content,,0,0.20168583602980636,,0.4040224450941403,0.0,0.0
2,67,content_completed,content,,4,0.060763719833120955,,0.4050351737580257,0.0,0.0
2,68,content_completed,content,,4,0.03745457227572712,,0.4056594166292878,0.0,0.0
2,69,answered,question,0,,-0.03,False,0.4056594166292878,0.1,33.854220898956385
2,70,content_completed,content,,0,0.25778353221683653,,0.40928914216623513,0.020000000000000004,0.0
2,71,answered,question,1,,-0.036000000000000004,False,0.40928914216623513,0.12000000000000001,32.028130116313676
2,72,answered,question,1,,1.002244828173883,True,0.41083879737782725,0.07,40.72582909443953
2,73,content_completed,content,,2,0.04903997510397101,,0.4118227969628935,0.09000000000000001,0.0
2,74,answered,question,2,,-0.07200000000000001,False,0.4118227969628935,0.24000000000000005,30.718555694422285
2,75,content_completed,content,,0,0.24685244001207532,,0.41527033762976134,0.16000000000000003,0.0
2,76,content_completed,content,,2,0.11028334169533015,,0.41727505999135023,0.18000000000000002,0.0
2,77,content_completed,content,,2,0.06759589254176289,,0.41856832486704626,0.2,0.0
2,78,content_completed,content,,0,0.1485460803238892,,0.4203774262057777,0.12000000000000001,0.0
2,79,answered,question,0,,0.9900258417933402,True,0.4211124823253337,0.07,39.60971628279489
2,80,content_completed,content,,5,0.0418603519079172,,0.4222268215237991,0.12000000000000001,0.0
2,81,content_completed,content,,3,0.015,,0.4222268215237991,0.09000000000000001,0.0
2,82,content_completed,content,,0,0.1976189471342482,,0.4248538039760365,0.010000000000000009,0.0
2,83,answered,question,1,,1.0104745497036731,True,0.42555210728961473,0.0,31.742843251097355
2,84,answered,question,1,,1.0091778550446435,True,0.426163964292591,0.0,45.31332521526939
2,85,content_completed,content,,0,0.18795402318258067,,0.4286298646789673,0.0,0.0
2,86,content_completed,content,,0,0.21404364495578973,,0.4315305920948971,0.0,0.0
2,87,content_completed,content,,1,0.16035864100741773,,0.43378656944502075,0.0,0.0
2,88,content_completed,content,,0,0.2234456546195809,,0.43684399702201376,0.0,0.0
2,89,content_completed,content,,2,0.03143624814581519,,0.4375346011577773,0.02,0.0
2,90,content_completed,content,,4,0.06535619806353746,,0.43862387112550294,0.02,0.0
2,91,content_completed,content,,5,0.028683730035089346,,0.4395185999594211,0.07,0.0
2,92,content_completed,content,,2,0.09183965652573381,,0.4412159275681834,0.09000000000000001,0.0
2,93,content_completed,content,,4,0.07682898954635092,,0.4424964107272892,0.09000000000000001,0.0
2,94,content_completed,content,,3,0.11977031780669903,,0.4442425826907342,0.06000000000000001,0.0
2,95,content_completed,content,,3,0.09651098883381518,,0.4456010991712978,0.030000000000000013,0.0
2,96,answered,question,0,,1.022041001089338,True,0.44707049924392034,0.0,17.62955119218858
2,97,content_completed,content,,1,0.18264291039788813,,0.44969788108388514,0.0,0.0
2,98,content_completed,content,,0,0.1859397668312063,,0.45213021053107194,0.0,0.0
2,99,content_completed,content,,4,0.12217567788416828,,0.4541664718291413,0.0,0.0
2,100,content_completed,content,,5,0.10399724432066645,,0.4563164259011525,0.05,0.0
2,101,content_completed,content,,0,0.2819281828968078,,0.46034856228276594,0.0,0.0
2,102,content_completed,content,,3,0.03853476218964811,,0.46074080831926006,0.0,0.0
2,103,content_completed,content,,3,0.06865133190492045,,0.4616349971843421,0.0,0.0
2,104,answered,question,1,,-0.03,False,0.4616349971843421,0.1,25.376626989543034
2,105,answered,question,1,,1.0012580705761782,True,0.4627188685560873,0.05,33.86585409611793
2,106,answered,question,2,,-0.045000000000000005,False,0.4627188685560873,0.15000000000000002,31.352804249482308
2,107,content_completed,content,,4,0.025802945402945532,,0.46314891764613636,0.15000000000000002,0.0
2,108,content_completed,content,,4,0.05191594268382826,,0.46401418335753347,0.15000000000000002,0.0
2,109,content_completed,content,,0,0.14392478966485717,,0.4657462631852811,0.07000000000000002,0.0
2,110,answered,question,1,,1.006720591264769,True,0.46659430260293244,0.020000000000000018,12.294581422895973
2,111,content_completed,content,,3,0.07866451434983793,,0.4676553778420964,0.0,0.0
2,112,content_completed,content,,4,0.0,,0.4676553778420964,0.0,0.0
2,113,answered,question,1,,1.0155557947780751,True,0.4686924308273014,0.0,38.95898221365012
2,114,content_completed,content,,0,0.19315888094373782,,0.47124507884303035,0.0,0.0
2,115,content_completed,content,,2,0.11432208967352032,,0.47331711367092233,0.02,0.0
2,116,answered,question,0,,1.0133055773149957,True,0.47420415215858874,0.0,35.50103516281526
2,117,content_completed,content,,2,0.08371376506943369,,0.4757660482430792,0.02,0.0
2,118,content_completed,content,,4,0.04398655342023497,,0.4764991574667499,0.02,0.0
2,119,answered,question,2,,-0.036000000000000004,False,0.4764991574667499,0.12000000000000001,20.02659983743513
2,120,answered,question,1,,0.9920531180922797,True,0.4773693653395686,0.07,25.972110304330364
3,1,content_completed,content,,1,0.2097801348762697,,0.2949514013535968,0.0,0.0
3,2,answered,question,2,,1.0149203835600538,True,0.29594609359093377,0.0,25.90687955307424
3,3,answered,question,1,,1.023163019196858,True,0.29749029487072426,0.0,41.28391406040095
3,4,content_completed,content,,4,0.14164084578470515,,0.29985097563380264,0.0,0.0
3,5,content_completed,content,,1,0.12205116308287747,,0.3014684950185173,0.0,0.0
3,6,answered,question,1,,1.0151757780890711,True,0.3024802135577887,0.0,43.733231866846474
3,7,content_completed,content,,3,0.17744238940040563,,0.3051875867144621,0.0,0.0
3,8,content_completed,content,,2,0.043624674284650326,,0.306081331285873,0.02,0.0
3,9,answered,question,0,,1.0236995638253716,True,0.30766130220756444,0.0,26.435015610805145
3,10,content_completed,content,,4,0.08254262390504044,,0.30903701260598176,0.0,0.0
3,11,content_completed,content,,2,0.0583319267132412,,0.31017587805120245,0.02,0.0
3,12,content_completed,content,,5,0.07284448034506022,,0.3118066193902868,0.07,0.0
3,13,content_completed,content,,4,0.07744666258500871,,0.313097397100037,0.07,0.0
3,14,content_completed,content,,3,0.10437631082324027,,0.3145870022804243,0.04000000000000001,0.0
3,15,content_completed,content,,1,0.16611552874407354,,0.3169389277594922,0.0,0.0
3,16,content_completed,content,,2,0.14544318264493744,,0.31952964747024115,0.02,0.0
3,17,answered,question,1,,1.0189815438109753,True,0.32079508372430615,0.0,28.724189393657294
3,18,content_completed,content,,0,0.1382920409157451,,0.3224332844062353,0.0,0.0
3,19,content_completed,content,,2,0.10774160636589537,,0.3243956445123335,0.02,0.0
3,20,answered,question,2,,1.014934975961432,True,0.325391309576429,0.0,30.412764271229978
3,21,content_completed,content,,5,0.009839865921101844,,0.32597197400844735,0.05,0.0
3,22,content_completed,content,,0,0.14511954880999248,,0.32772396648861396,0.0,0.0
3,23,content_completed,content,,0,0.19354544280217245,,0.3302830572019834,0.0,0.0
3,24,content_completed,content,,4,0.07875222161590956,,0.3315955942289152,0.0,0.0
3,25,answered,question,1,,1.022004868237015,True,0.3330625854447162,0.0,28.664047723787426
3,26,answered,question,1,,1.0123864593171126,True,0.33388834939919043,0.0,11.45734267471046
3,27,content_completed,content,,5,0.058908408253952015,,0.33528682287008965,0.05,0.0
3,28,answered,question,0,,1.0158423606206766,True,0.3363429802448015,0.0,19.65105663996162
3,29,content_completed,content,,0,0.22763530379263755,,0.339470235308012,0.0,0.0
3,30,content_completed,content,,3,0.12660081770665338,,0.3413302489364563,0.0,0.0
3,31,content_completed,content,,5,0.021459178379612795,,0.34210456857611654,0.05,0.0
3,32,answered,question,1,,1.0195096146038312,True,0.34340520954970527,0.0,22.3051013689399
3,33,content_completed,content,,5,0.013319532650834902,,0.3440438684272192,0.05,0.0
3,34,answered,question,1,,1.0204425608334273,True,0.3454067058161143,0.0,33.90947032154798
3,35,content_completed,content,,4,0.14264463775283143,,0.34778411644532814,0.0,0.0
3,36,content_completed,content,,0,0.22507097072580762,,0.3508686326240917,0.0,0.0
3,37,content_completed,content,,5,0.13440386598517481,,0.3535253637238446,0.05,0.0
3,38,answered,question,0,,1.0152414629646676,True,0.3545414612548224,0.0,25.468131302377444
3,39,content_completed,content,,5,0.12192286857971332,,0.356990175731151,0.05,0.0
3,40,answered,question,1,,1.0218113799128767,True,0.3584442677253427,0.0,33.22488380573759
3,41,content_completed,content,,1,0.18425831165358716,,0.3610985729195691,0.0,0.0
3,42,content_completed,content,,3,0.09968361859456389,,0.3625099665628119,0.0,0.0
3,43,content_completed,content,,4,0.08254122962023722,,0.3638856537231491,0.0,0.0
3,44,content_completed,content,,0,0.2491273691950302,,0.36737110987639965,0.0,0.0
3,45,answered,question,2,,1.0107085911188247,True,0.368085015950988,0.0,31.579165460375943
3,46,content_completed,content,,4,0.1128730391508658,,0.3699662332701691,0.0,0.0
3,47,answered,question,1,,1.0207208109172328,True,0.37134762066465127,0.0,17.24147833126877
3,48,answered,question,1,,1.0121956788385458,True,0.37216066592055436,0.0,25.185495575802776
3,49,content_completed,content,,4,0.09160292363268692,,0.37368738131443247,0.0,0.0
3,50,content_completed,content,,1,0.27387341827198336,,0.3778352716189655,0.0,0.0
3,51,answered,question,0,,-0.03,False,0.3778352716189655,0.1,54.587218447090216
3,52,content_completed,content,,2,0.026207377547713503,,0.37843872791142735,0.12000000000000001,0.0
3,53,content_completed,content,,2,0.04159888063988529,,0.37929870925542536,0.14,0.0
3,54,content_completed,content,,2,0.061680682312872236,,0.38049338729397325,0.16,0.0
3,55,answered,question,2,,0.9872685152263222,True,0.38184462164239474,0.11,28.622759017172484
3,56,content_completed,content,,2,0.04361018264624326,,0.38273812468649887,0.13,0.0
3,57,answered,question,1,,0.9944755152920859,True,0.3839698257059712,0.08,29.726192936021736
3,58,answered,question,1,,1.005647816937001,True,0.38494634683510465,0.03,28.907820474559337
3,59,content_completed,content,,2,0.10114384415242383,,0.386798744237645,0.05,0.0
3,60,content_completed,content,,1,0.14537406688671706,,0.3888049786857569,0.0,0.0
3,61,answered,question,1,,1.0115858948966183,True,0.3895773716788648,0.0,32.606483173800406
3,62,answered,question,0,,1.019255089465006,True,0.39086104430986524,0.0,27.12538691004896
3,63,content_completed,content,,3,0.053090289978929756,,0.3914958824761807,0.0,0.0
3,64,content_completed,content,,2,0.04182989724332487,,0.3923597140969028,0.02,0.0
3,65,content_completed,content,,0,0.3250697901672767,,0.39711087726635746,0.0,0.0
3,66,content_completed,content,,2,0.15188817627345508,,0.3998090135375817,0.02,0.0
3,67,answered,question,2,,1.020791531272328,True,0.40119511562240356,0.0,31.6951925867979
3,68,content_completed,content,,0,0.11820541018682917,,0.40249853912551736,0.0,0.0
3,69,content_completed,content,,4,0.10126688882450358,,0.40418632060592574,0.0,0.0
3,70,content_completed,content,,0,0.18381379555339192,,0.4065832171984823,0.0,0.0
3,71,answered,question,1,,1.0098334190086513,True,0.40723877846572576,0.0,34.578894762707534
3,72,content_completed,content,,5,0.10716779019878442,,0.4094415749690388,0.05,0.0
3,73,content_completed,content,,2,0.1605600390793575,,0.4122842422870281,0.07,0.0
3,74,content_completed,content,,1,0.11888530214735124,,0.41384899732281727,0.020000000000000004,0.0
3,75,answered,question,1,,1.0165797143705828,True,0.41495431161418944,0.0,38.188321162527416
3,76,content_completed,content,,4,0.08855266560848062,,0.4164301893743308,0.0,0.0
3,77,content_completed,content,,1,0.15246463881349256,,0.41855460002122236,0.0,0.0
3,78,content_completed,content,,3,0.09324993363593782,,0.41985876558182134,0.0,0.0
3,79,content_completed,content,,4,0.14974817362937126,,0.4223545684756442,0.0,0.0
3,80,content_completed,content,,0,0.20989361264982698,,0.4251861286864746,0.0,0.0
3,81,content_completed,content,,0,0.2168974317900111,,0.42813441921630807,0.0,0.0
3,82,answered,question,1,,1.0165336995318175,True,0.4292366658517626,0.0,29.717476813946217
3,83,answered,question,2,,1.0157070145552267,True,0.4302838001554444,0.0,32.86405734144925
3,84,content_completed,content,,5,0.03191945501053526,,0.4312324577389533,0.05,0.0
3,85,content_completed,content,,4,0.07424464928087385,,0.43246986856030123,0.05,0.0
3,86,content_completed,content,,4,0.026266822160032656,,0.4329076489296351,0.05,0.0
3,87,content_completed,content,,0,0.2508769701082688,,0.4364222650981062,0.0,0.0
3,88,answered,question,0,,1.0045146726031777,True,0.4367232432716514,0.0,23.784098621151717
3,89,content_completed,content,,1,0.19735669311605522,,0.4395958548235857,0.0,0.0
3,90,content_completed,content,,0,0.2609952171780632,,0.4432791084432201,0.0,0.0
3,91,content_completed,content,,4,0.13221590885903178,,0.44548270692420394,0.0,0.0
3,92,answered,question,1,,1.013545566753559,True,0.44638574470777453,0.0,37.647343384277
3,93,content_completed,content,,3,0.10437123736003874,,0.44787526533044186,0.0,0.0
3,94,answered,question,1,,1.0144793898164342,True,0.4488405579848707,0.0,53.450656679889896
3,95,content_completed,content,,5,0.11745683216345573,,0.45121483852092836,0.05,0.0
3,96,content_completed,content,,0,0.1777548524682959,,0.4535107527287333,0.0,0.0
3,97,content_completed,content,,2,0.20247732767050186,,0.4570520415232417,0.02,0.0
3,98,content_completed,content,,0,0.13444933273817447,,0.45862619706887797,0.0,0.0
3,99,answered,question,1,,1.0118505053916562,True,0.45941623076165505,0.0,36.14217420632364
3,100,content_completed,content,,3,0.1690967126064179,,0.4619845093050953,0.0,0.0
3,101,answered,question,0,,1.0156363683958747,True,0.4630269338648203,0.0,13.762156310734081
3,102,answered,question,2,,1.0111529858754251,True,0.4637704662565153,0.0,32.561788469314806
3,103,content_completed,content,,3,0.11225930023277234,,0.4653914545937282,0.0,0.0
3,104,content_completed,content,,0,0.16075543725167932,,0.4674040452145895,0.0,0.0
3,105,content_completed,content,,0,0.07689744844630392,,0.46801900268869456,0.0,0.0
3,106,content_completed,content,,1,0.08312331512086607,,0.46898772460737564,0.0,0.0
3,107,content_completed,content,,3,0.12110014337051338,,0.4707560603302176,0.0,0.0
3,108,content_completed,content,,5,0.0180461802133983,,0.4714734966671076,0.05,0.0
3,109,content_completed,content,,1,0.2151572170934275,,0.4746427836186647,0.0,0.0
3,110,content_completed,content,,0,0.133306953095165,,0.4761978995035841,0.0,0.0
3,111,content_completed,content,,5,-0.011197086525611633,,0.4764279480614906,0.05,0.0
3,112,content_completed,content,,3,0.015,,0.4764279480614906,0.020000000000000004,0.0
3,113,content_completed,content,,5,0.02915113256073753,,0.4773304669375029,0.07,0.0
3,114,content_completed,content,,3,0.13418075683558495,,0.47931681288476263,0.04000000000000001,0.0
3,115,content_completed,content,,0,0.21680555707427893,,0.4822635721693339,0.0,0.0
3,116,content_completed,content,,5,-0.00541437758431703,,0.4825899992095953,0.05,0.0
3,117,content_completed,content,,3,0.09610510893376818,,0.48394175102515813,0.020000000000000004,0.0
3,118,content_completed,content,,2,0.0306741674387997,,0.48461965381580474,0.04000000000000001,0.0
3,119,answered,question,1,,1.0127786453148429,True,0.48547156350346093,0.0,26.36535442153266
3,120,content_completed,content,,2,0.07195817251788109,,0.48683753304542565,0.02,0.0
3,121,content_completed,content,,1,0.14151080772829835,,0.48877937984089725,0.0,0.0
3,122,answered,question,1,,1.0169604843613422,True,0.48991007879832005,0.0,25.549168257378415
3,123,content_completed,content,,5,-0.0213479485745946,,0.48997094632207683,0.05,0.0
3,124,content_completed,content,,0,0.10809283663123598,,0.49110582693259736,0.0,0.0
3,125,content_completed,content,,1,0.1321321952861407,,0.49289136352069973,0.0,0.0
3,126,content_completed,content,,5,-0.014477264199954903,,0.4930667424507005,0.05,0.0
3,127,answered,question,1,,1.0113567539219266,True,0.49382385937882894,0.0,26.904216296834466
3,128,answered,question,2,,1.0101607198853708,True,0.4945012407045203,0.0,17.717822349348694
3,129,content_completed,content,,5,0.1194413677107512,,0.49690859683303285,0.05,0.0
3,130,answered,question,0,,1.0167202741948067,True,0.4980232817793533,0.0,21.923407080458468
3,131,content_completed,content,,5,0.09863753602930098,,0.5000839073798417,0.05,0.0
3,132,answered,question,1,,1.0132693866771414,True,0.5009685331583177,0.0,29.650067038863863
3,133,answered,question,1,,1.0135106000454164,True,0.5018692398280121,0.0,43.27341059905765
3,134,answered,question,1,,1.0107060195112658,True,0.5025829744620965,0.0,25.90402831298938
3,135,answered,question,0,,1.0101731615628835,True,0.5032611852329555,0.0,35.120971948740255
3,136,answered,question,2,,1.0095708594251802,True,0.5038992425279675,0.0,13.782513876978214
4,1,answered,question,0,,1.0166062069979465,True,0.23542395054728524,0.0,30.3365115136117
4,2,content_completed,content,,2,0.08257839024157129,,0.23696692371797806,0.02,0.0
4,3,content_completed,content,,1,0.14473769272979878,,0.2389625519301414,0.0,0.0
4,4,content_completed,content,,1,0.196995605099549,,0.24182914534846722,0.0,0.0
4,5,answered,question,1,,1.0237779369007771,True,0.24341434114185237,0.0,46.86384031497443
4,6,content_completed,content,,3,0.18299383374313583,,0.2462142383709046,0.0,0.0
4,7,answered,question,1,,1.0121023148301107,True,0.24702105935957863,0.0,20.70359537261828
4,8,content_completed,content,,0,0.09809343627164685,,0.2479892832974394,0.0,0.0
4,9,answered,question,2,,-0.045000000000000005,False,0.2479892832974394,0.15000000000000002,21.42341400096355
4,10,content_completed,content,,1,0.15687625509597078,,0.2501872208823723,0.10000000000000002,0.0
4,11,answered,question,1,,-0.06,False,0.2501872208823723,0.2,21.550683236284225
4,12,content_completed,content,,1,0.23116818714875742,,0.25362335733485153,0.15000000000000002,0.0
4,13,answered,question,0,,0.9930017276839349,True,0.2551568058471139,0.10000000000000002,47.02348110287865
4,14,answered,question,1,,1.0018756643662432,True,0.25628185013819677,0.05000000000000002,37.87856103242655
4,15,content_completed,content,,5,0.1215448219072229,,0.2587242638366505,0.10000000000000002,0.0
4,16,content_completed,content,,1,0.1531768194370653,,0.26086054416060156,0.05000000000000002,0.0
4,17,content_completed,content,,2,0.13993804276168667,,0.263359511539963,0.07000000000000002,0.0
4,18,content_completed,content,,2,0.07807719265698931,,0.26482746475091284,0.09000000000000002,0.0
4,19,content_completed,content,,3,0.1571529469036383,,0.2671966805326401,0.060000000000000026,0.0
